subject_id,game_type,mean_workload,median_workload,cluster_labels
BVCX,block_01,0.8754490992157824,0.9916639626026154,3
BVCX,block_02,0.9120978712572815,0.9829951822757721,3
BVCX,block_03,0.8307730584058037,0.9646816253662109,3
BVCX,block_04,0.9412667147794473,0.9875567257404327,3
BVCX,shooting_baseline,0.45205384035095525,0.4384949207305908,3
CVBN,block_01,0.7285615492100809,0.8395135998725891,1
CVBN,block_02,0.7731501074398265,0.750186562538147,1
CVBN,block_03,,,1
CVBN,block_04,0.9335459894500673,0.9496618211269379,1
CVBN,shooting_baseline,0.40202764642568445,0.3384689688682556,1
DFGH,block_01,0.9869825500388478,0.999359667301178,1
DFGH,block_02,0.9422568303665945,0.9998726844787598,1
DFGH,block_03,0.9949167768160502,0.9999147057533264,1
DFGH,block_04,0.9899654812537707,0.9996037483215332,1
DFGH,shooting_baseline,0.4111155192239569,0.39088934659957886,1
DFZX,block_01,0.7060202182657535,0.7767188549041748,1
DFZX,block_02,0.8524121613988774,0.8805302977561951,1
DFZX,block_03,0.7433982241707735,0.794684499502182,1
DFZX,block_04,0.8048774881787706,0.8701823353767395,1
DFZX,shooting_baseline,0.4100275467577818,0.3426852971315384,1
DKLQ,block_01,0.9986757225653841,0.9999805688858032,1
DKLQ,block_02,0.9040697675135176,0.9793851971626282,1
DKLQ,block_03,0.9602717595585322,0.9841049313545227,1
DKLQ,block_04,0.7431228098937789,0.7799935936927795,1
DKLQ,shooting_baseline,0.44433074878768686,0.4023849666118622,1
EDFR,block_01,0.5177036419561698,0.4634524881839752,2
EDFR,block_02,0.3864993201340084,0.3703407049179077,2
EDFR,block_03,0.5105436664986102,0.4382026493549347,2
EDFR,block_04,0.48171294282420796,0.46433719992637634,2
EDFR,shooting_baseline,0.4296773912096181,0.3807013928890228,2
FTLD,block_01,0.907045638451547,0.9363022446632385,1
FTLD,block_02,0.8766001938003125,0.9288918972015381,1
FTLD,block_03,0.7730735379227242,0.9057185649871826,1
FTLD,block_04,0.8933537222111403,0.9226731061935425,1
FTLD,shooting_baseline,0.4270238761718457,0.40343907475471497,1
GHJK,block_01,0.9817139525643269,0.9980137348175049,2
GHJK,block_02,0.975284265660787,0.9974932372570038,2
GHJK,block_03,0.9236544241365253,0.9803451895713806,2
GHJK,block_04,0.8967266354652551,0.9619389176368713,2
GHJK,shooting_baseline,0.4256834428920489,0.4116409122943878,2
GTYU,block_01,0.999474823474884,0.999474823474884,2
GTYU,block_02,,,2
GTYU,block_03,,,2
GTYU,block_04,,,2
GTYU,shooting_baseline,,,2
HGFD,block_01,0.9797710469187554,0.9937720894813538,1
HGFD,block_02,0.8386743750550061,0.9076910316944122,1
HGFD,block_03,0.8897660210283096,0.9319122433662415,1
HGFD,block_04,0.77924623875057,0.8257532715797424,1
HGFD,shooting_baseline,0.4144853735792226,0.37674984335899353,1
HJKL,block_01,0.590273882567355,0.5537903904914856,3
HJKL,block_02,0.5680696501479885,0.5555261373519897,3
HJKL,block_03,0.5790958025480273,0.5773693323135376,3
HJKL,block_04,0.6376755568766739,0.645025908946991,3
HJKL,shooting_baseline,0.44043170288205147,0.38704851269721985,3
HPLX,block_01,0.538739881324768,0.541132926940918,1
HPLX,block_02,0.5556837763310919,0.5574287474155426,1
HPLX,block_03,0.5015320796367589,0.4797072410583496,1
HPLX,block_04,0.5395807204207754,0.5455474853515625,1
HPLX,shooting_baseline,0.42847174713688513,0.36728011071681976,1
JHGF,block_01,0.9999880220774797,0.9999998807907104,2
JHGF,block_02,0.9999354991097801,0.9999997615814209,2
JHGF,block_03,0.9999888883872682,1.0,2
JHGF,block_04,0.9999979318880509,0.9999998807907104,2
JHGF,shooting_baseline,0.4550504262248675,0.4083174020051956,2
JKLZ,block_01,0.4954442947505819,0.4658942222595215,1
JKLZ,block_02,0.5059040647658188,0.47319820523262024,1
JKLZ,block_03,0.5209421470786685,0.4853610694408417,1
JKLZ,block_04,0.5255034087254451,0.45364582538604736,1
JKLZ,shooting_baseline,0.4442976570050967,0.41233548521995544,1
KJHG,block_01,0.9639316466598471,0.9999384880065918,1
KJHG,block_02,0.9943641883842016,0.9999998807907104,1
KJHG,block_03,0.9997701463447947,0.9999998807907104,1
KJHG,block_04,0.9998766541678712,0.9999961853027344,1
KJHG,shooting_baseline,0.4400822523216538,0.4186004251241684,1
LKJH,block_01,,,1
LKJH,block_02,,,1
LKJH,block_03,,,1
LKJH,block_04,,,1
LKJH,shooting_baseline,,,1
LKMN,block_01,0.7870184686294822,0.8563084006309509,3
LKMN,block_02,0.8323019498905527,0.9094016551971436,3
LKMN,block_03,0.7833941099028917,0.8568140268325806,3
LKMN,block_04,0.940457257515786,0.9911740124225616,3
LKMN,shooting_baseline,0.44705380792064325,0.3991314470767975,3
LKPW,block_01,0.5513381266593933,0.49630191922187805,2
LKPW,block_02,0.5122989680734985,0.4783748984336853,2
LKPW,block_03,0.5160871110969764,0.49978606402873993,2
LKPW,block_04,0.5268746971735481,0.4810396134853363,2
LKPW,shooting_baseline,0.45405340229558666,0.40982285141944885,2
LPDW,block_01,0.5428421542717096,0.46043045818805695,3
LPDW,block_02,0.5420840118847171,0.5188292264938354,3
LPDW,block_03,0.5326652654579708,0.5294789671897888,3
LPDW,block_04,0.5925258609822126,0.6248219013214111,3
LPDW,shooting_baseline,0.4253604717857333,0.3966938555240631,3
LPZV,block_01,0.46649493717672025,0.4358683377504349,1
LPZV,block_02,0.47086579985789473,0.435795396566391,1
LPZV,block_03,0.4844294999827858,0.45873188972473145,1
LPZV,block_04,0.4398710722172702,0.33767901360988617,1
LPZV,shooting_baseline,0.4201447094308919,0.3604067713022232,1
LRTB,block_01,0.8042350307734634,0.8938538432121277,3
LRTB,block_02,0.6085346684104106,0.5865608155727386,3
LRTB,block_03,0.46385466014245064,0.4383489191532135,3
LRTB,block_04,0.46484590583096513,0.45873188972473145,3
LRTB,shooting_baseline,0.4396125186872746,0.42562153935432434,3
MJKL,block_01,0.6420521316225019,0.6318327188491821,1
MJKL,block_02,0.543984166387492,0.4940548241138458,1
MJKL,block_03,0.5806877882707686,0.591484010219574,1
MJKL,block_04,0.48818625702405327,0.44566234946250916,1
MJKL,shooting_baseline,0.4299009387509081,0.38609907031059265,1
MJUY,block_01,0.6832683091125791,0.6899334788322449,2
MJUY,block_02,0.7499453470801676,0.8081188797950745,2
MJUY,block_03,0.690760775201622,0.7078319191932678,2
MJUY,block_04,0.6015044740335209,0.5915430188179016,2
MJUY,shooting_baseline,0.47125957825699366,0.4404672086238861,2
MNBW,block_01,0.6331884190801272,0.5578531622886658,1
MNBW,block_02,0.746293495708598,0.8490710258483887,1
MNBW,block_03,0.6434520355776533,0.6292047202587128,1
MNBW,block_04,0.5603567712008953,0.5000132918357849,1
MNBW,shooting_baseline,0.4789110603306791,0.4900018721818924,1
MNOP,block_01,0.9827511496721348,0.999087929725647,1
MNOP,block_02,0.9544026721554654,0.9978554844856262,1
MNOP,block_03,0.9970080496616733,0.9997233152389526,1
MNOP,block_04,0.988289302435165,0.9989481270313263,1
MNOP,shooting_baseline,0.42419143868610265,0.4005462974309921,1
MTYH,block_01,0.8991078879270289,0.9889564514160156,1
MTYH,block_02,0.9549826232981719,0.9891791343688965,1
MTYH,block_03,0.9469295283479076,0.9827179312705994,1
MTYH,block_04,0.9915968594141304,0.9970940351486206,1
MTYH,shooting_baseline,0.4302453567194783,0.38690783083438873,1
NMBV,block_01,0.9794148623577656,0.9999290704727173,2
NMBV,block_02,0.6441269219858842,0.6213320791721344,2
NMBV,block_03,0.6772497170996443,0.6989231407642365,2
NMBV,block_04,0.7738577366234308,0.8167572021484375,2
NMBV,shooting_baseline,0.43701789029844246,0.41514039039611816,2
OPKJ,block_01,0.6758841374252416,0.7198259234428406,1
OPKJ,block_02,0.8981141810420776,0.9782170057296753,1
OPKJ,block_03,0.8372492263166923,0.9153237342834473,1
OPKJ,block_04,0.9039453542520923,0.9662997126579285,1
OPKJ,shooting_baseline,0.43625363544984297,0.37853649258613586,1
PKJH,block_01,0.619740334292718,0.6705303192138672,1
PKJH,block_02,0.6500943478007438,0.7550402581691742,1
PKJH,block_03,0.7069545073733146,0.7526214718818665,1
PKJH,block_04,0.8346923286813537,0.8689814209938049,1
PKJH,shooting_baseline,0.41818905645366167,0.3778756558895111,1
QAXY,block_01,0.7800239166988733,0.8395135998725891,1
QAXY,block_02,0.8613934326882756,0.9209918081760406,1
QAXY,block_03,0.9474177831318229,0.9808032810688019,1
QAXY,block_04,0.9167771367960936,0.9704147577285767,1
QAXY,shooting_baseline,0.4312219293983849,0.38000252842903137,1
QAZW,block_01,0.9997386230242917,0.9999891519546509,2
QAZW,block_02,0.998548435944098,0.9999904036521912,2
QAZW,block_03,0.9174083451278338,0.9662557244300842,2
QAZW,block_04,0.9411826749324799,0.9946544170379639,2
QAZW,shooting_baseline,0.44424418788689835,0.4265592396259308,2
QPOI,block_01,0.5820169364818255,0.5387758612632751,2
QPOI,block_02,0.5681525848659814,0.5366382300853729,2
QPOI,block_03,0.5805444404163707,0.5863152146339417,2
QPOI,block_04,0.5661851014811518,0.5449592471122742,2
QPOI,shooting_baseline,0.4293835998202364,0.37637661397457123,2
QWER,block_01,0.8218862891197205,0.9105257391929626,3
QWER,block_02,0.9576930307572887,0.9484760761260986,3
QWER,block_03,,,3
QWER,block_04,,,3
QWER,shooting_baseline,0.4284245135649195,0.3816106617450714,3
QWRT,block_01,0.9021682188968466,0.9377594590187073,3
QWRT,block_02,0.7710207605405766,0.7826893031597137,3
QWRT,block_03,0.8174325969754433,0.8299569487571716,3
QWRT,block_04,0.6939153914590642,0.7112252712249756,3
QWRT,shooting_baseline,0.40757795028064564,0.37387412786483765,3
QXZW,block_01,0.5868924591354021,0.5564990639686584,1
QXZW,block_02,0.742139699558417,0.8311156034469604,1
QXZW,block_03,0.7687771151242433,0.8288894295692444,1
QXZW,block_04,0.9305096342762664,0.971763014793396,1
QXZW,shooting_baseline,0.46516212353519365,0.40538397431373596,1
RQWE,block_01,0.9096779770934924,0.9806737303733826,2
RQWE,block_02,0.9474295678319291,0.9933509230613708,2
RQWE,block_03,0.7396049278589031,0.8655062913894653,2
RQWE,block_04,0.7596978375254428,0.8521223664283752,2
RQWE,shooting_baseline,0.4544709582918698,0.44859442114830017,2
SBQRG,block_01,0.3347736566963762,0.2652091085910797,1
SBQRG,block_02,0.5679805278778076,0.5679805278778076,1
SBQRG,block_03,0.7956087285902963,0.827914297580719,1
SBQRG,shooting_baseline,0.31222739904343416,0.2787706255912781,1
SBTBT,block_01,0.4827962043168752,0.44505755603313446,1
SBTBT,block_02,0.6205725952482347,0.6641424298286438,1
SBTBT,block_03,0.6728902573281146,0.7115070223808289,1
SBTBT,shooting_baseline,0.30605285879104366,0.2866020202636719,1
SNMVN,block_01,0.7159457817022267,0.7545273900032043,1
SNMVN,block_02,0.5251495676950134,0.515645295381546,1
SNMVN,block_03,0.6227131546141425,0.625933438539505,1
SNMVN,shooting_baseline,0.45866043759825453,0.4563078433275223,1
SPKZR,block_01,0.45539813291176173,0.3763763904571533,1
SPKZR,block_02,0.37404581404949533,0.32760176062583923,1
SPKZR,block_03,0.3973731297410212,0.33820340037345886,1
SPKZR,shooting_baseline,0.3824381272362642,0.33191630244255066,1
SRKLP,block_01,0.5976875753622697,0.5956902503967285,1
SRKLP,block_02,0.5293180825870212,0.5311777293682098,1
SRKLP,block_03,0.5390744282010786,0.5236390829086304,1
SRKLP,shooting_baseline,0.36502845519888927,0.3513992726802826,1
STWXJ,block_01,0.6064247263229301,0.5659783184528351,3
STWXJ,block_02,0.6456768595887208,0.5922058522701263,3
STWXJ,block_03,0.4887174450237927,0.4605778157711029,3
STWXJ,shooting_baseline,0.3864649931350386,0.34566938877105713,3
SVTZM,block_01,0.7265340537981999,0.7939072251319885,1
SVTZM,block_02,0.7907217237074343,0.8971912264823914,1
SVTZM,block_03,0.8182377333974091,0.895404726266861,1
SVTZM,shooting_baseline,0.42520636936422784,0.36806178092956543,1
SXVBN,block_01,0.5004329540136921,0.4225747734308243,1
SXVBN,block_02,0.5476756439866307,0.403820738196373,1
SXVBN,block_03,0.6448897152164074,0.660767674446106,1
SXVBN,shooting_baseline,0.38116952408385535,0.333643302321434,1
TYDF,block_01,0.9999966367527291,0.9999998807907104,2
TYDF,block_02,0.9201748467260792,0.9401190280914307,2
TYDF,block_03,0.8870967100648319,0.9979358017444611,2
TYDF,block_04,0.8626178889757111,0.9449988305568695,2
TYDF,shooting_baseline,0.3963947316177753,0.3606449067592621,2
TYZX,block_01,0.5945885668915162,0.5080882012844086,1
TYZX,block_02,0.6076959343776825,0.5315731465816498,1
TYZX,block_03,0.5189721823399697,0.4871121942996979,1
TYZX,block_04,0.580242111782233,0.579682856798172,1
TYZX,shooting_baseline,0.4077319823852306,0.3853262662887573,1
UYGH,block_01,0.6033284273392484,0.5654602348804474,1
UYGH,block_02,0.6256090305616129,0.6684163808822632,1
UYGH,block_03,0.7752507676367504,0.814976692199707,1
UYGH,block_04,0.7844203686007165,0.8028813004493713,1
UYGH,shooting_baseline,0.4385612011923418,0.4192270338535309,1
VBNM,block_01,,,1
VBNM,block_02,0.9785020065091528,0.9874383807182312,1
VBNM,block_03,,,1
VBNM,block_04,,,1
VBNM,shooting_baseline,0.3126961052417755,0.26520903408527374,1
VFTY,block_01,0.5567428910390128,0.5008544027805328,2
VFTY,block_02,0.5211300394087104,0.46324922144412994,2
VFTY,block_03,0.4338635073767768,0.39541712403297424,2
VFTY,block_04,0.4349861226085597,0.3985779136419296,2
VFTY,shooting_baseline,0.44684826623136625,0.4085376560688019,2
VNPL,block_01,0.47741381929147464,0.4734199345111847,2
VNPL,block_02,0.5566647883763414,0.5680813789367676,2
VNPL,block_03,0.695564855746081,0.723517656326294,2
VNPL,block_04,0.6707585225631665,0.6852766871452332,2
VNPL,shooting_baseline,0.42722519854177066,0.343867689371109,2
WERT,block_01,0.9920246655546774,0.9995625615119934,3
WERT,block_02,0.98909312498522,0.9997791051864624,3
WERT,block_03,0.9976183617071355,0.9999761581420898,3
WERT,block_04,0.988847486960348,0.999957799911499,3
WERT,shooting_baseline,0.3951584803361962,0.3178619295358658,3
WZXE,block_01,0.7265492819272841,0.7538289427757263,2
WZXE,block_02,0.794284918315851,0.8155131340026855,2
WZXE,block_03,0.8431920583402565,0.8764793872833252,2
WZXE,block_04,0.9003800108287346,0.9355908632278442,2
WZXE,shooting_baseline,0.461237397300054,0.4238777607679367,2
XCVH,block_01,0.7530909269641284,0.9441729784011841,2
XCVH,block_02,0.8923224583268166,0.9973450303077698,2
XCVH,block_03,0.8459872680172822,0.9783929586410522,2
XCVH,block_04,0.8852231583854024,0.9577654600143433,2
XCVH,shooting_baseline,0.42841383197851346,0.3582552969455719,2
XUYP,block_01,0.46036947170589093,0.3865911662578583,3
XUYP,block_02,0.42534402076330724,0.4072432518005371,3
XUYP,block_03,0.6028422305384015,0.6195243000984192,3
XUYP,block_04,0.6544471477011623,0.6705160737037659,3
XUYP,shooting_baseline,0.4325618656476339,0.4150434881448746,3
XZPT,block_01,0.6370322997445491,0.6611477136611938,1
XZPT,block_02,0.7939498380870577,0.8371100425720215,1
XZPT,block_03,0.833739792102644,0.8493353724479675,1
XZPT,block_04,0.818169080466032,0.8491834998130798,1
XZPT,shooting_baseline,0.4460658630413407,0.4268493950366974,1
ZRTY,block_01,0.6348536849114179,0.6240968108177185,1
ZRTY,block_02,0.5249566164579285,0.4834088981151581,1
ZRTY,block_03,0.6455257418144716,0.6578181982040405,1
ZRTY,block_04,0.6771925742894365,0.7303453683853149,1
ZRTY,shooting_baseline,0.4401426175526813,0.3853262662887573,1
ZXCV,block_01,0.5361582275374044,0.5492066740989685,2
ZXCV,block_02,0.51913064292499,0.5331710577011108,2
ZXCV,block_03,0.5209461425298026,0.5182369351387024,2
ZXCV,block_04,0.5289603439954723,0.5003791153430939,2
ZXCV,shooting_baseline,0.4207759974917895,0.36379624903202057,2
ZXWE,block_01,0.9477681260562307,0.9999744892120361,1
ZXWE,block_02,0.9775736700509481,0.9999841451644897,1
ZXWE,block_03,0.9994084843203552,0.9999805688858032,1
ZXWE,block_04,0.9921112913656008,0.9998925924301147,1
ZXWE,shooting_baseline,0.43399517338183236,0.4050975739955902,1
ZYXW,block_01,0.5603911374026621,0.5371208786964417,1
ZYXW,block_02,0.5253788398504258,0.4644159972667694,1
ZYXW,block_03,0.6096125766378907,0.5808094441890717,1
ZYXW,block_04,0.46239522744340505,0.42964115738868713,1
ZYXW,shooting_baseline,0.4316504262884458,0.43951740860939026,1
